age_upon_outcome,name,sex_upon_outcome,sex,spay/neuter,Periods,period_range,cat/kitten,age_group,outcome_weekday,breed1,cfa_breed,domestic_breed,coat_pattern,color1,color2,coat,outcome
2 months,1,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,chocolate,none,chocolate,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
2 weeks,0,Unknown,Female,Yes,2,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
3 years,1,Neutered Male,Male,Yes,3,365,Cat,"(2.2, 4.4]",Friday,domestic shorthair,False,True,tabby,brown ,white,brown ,Return to Owner-- 
3 weeks,0,Intact Male,Male,No,3,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,white,black,white,Missing-- In Kennel
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Partner
5 years,0,Neutered Male,Male,Yes,5,365,Cat,"(4.4, 6.6]",Friday,russian blue,True,False,missing,blue,none,blue,Euthanasia-- Suffering
1 year,0,Intact Male,Male,No,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,brown,none,brown,Return to Owner-- 
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- Foster
6 months,1,Spayed Female,Female,Yes,6,30,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- Foster
2 weeks,0,Intact Female,Female,No,2,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,white,gray,white,Transfer-- Partner
7 years,1,Spayed Female,Female,Yes,7,365,Cat,"(6.6, 8.8]",Tuesday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- Foster
4 months,0,Spayed Female,Female,Yes,4,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
0 years,0,Unknown,Female,Yes,0,365,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
2 years,0,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
2 weeks,1,Intact Female,Female,No,2,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Partner
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,white,black,white,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
1 week,0,Unknown,Female,Yes,1,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
8 years,0,Intact Female,Female,No,8,365,Cat,"(6.6, 8.8]",Monday,domestic shorthair,False,True,missing,white,black,white,Euthanasia-- Suffering
1 month,1,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- Foster
2 months,1,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
1 month,0,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Euthanasia-- Suffering
10 months,1,Neutered Male,Male,Yes,10,30,Cat,"(-0.022, 2.2]",Sunday,siamese,True,False,point,flame,none,flame,Adoption-- 
20 years,1,Intact Female,Female,No,20,365,Cat,"(19.8, 22.0]",Saturday,domestic shorthair,False,True,tabby,brown ,white,brown ,Return to Owner-- 
4 years,1,Neutered Male,Male,Yes,4,365,Cat,"(2.2, 4.4]",Saturday,domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
2 years,0,Intact Female,Female,No,2,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
3 months,1,Intact Female,Female,No,3,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
6 months,0,Intact Male,Male,No,6,30,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- SCRP
6 years,1,Spayed Female,Female,Yes,6,365,Cat,"(4.4, 6.6]",Sunday,turkish angora,True,False,missing,white,none,white,Adoption-- 
1 month,0,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,brindle,brown,none,brown,Transfer-- Partner
4 weeks,0,Unknown,Female,Yes,4,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,brown,none,brown,Euthanasia-- Suffering
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
4 years,1,Spayed Female,Female,Yes,4,365,Cat,"(2.2, 4.4]",Thursday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
1 month,0,Neutered Male,Male,Yes,1,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
2 years,1,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Friday,domestic mediumhair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
3 years,1,Spayed Female,Female,Yes,3,365,Cat,"(2.2, 4.4]",Monday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
8 months,0,Intact Female,Female,No,8,30,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
3 months,0,Unknown,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Snr
2 months,1,Intact Female,Female,No,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- 
8 years,1,Spayed Female,Female,Yes,8,365,Cat,"(6.6, 8.8]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
3 years,1,Intact Male,Male,No,3,365,Cat,"(2.2, 4.4]",Wednesday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
3 months,0,Intact Female,Female,No,3,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- SCRP
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- Foster
3 years,1,Spayed Female,Female,Yes,3,365,Cat,"(2.2, 4.4]",Thursday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
1 month,1,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,cream,none,cream,Adoption-- 
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
3 months,1,Intact Male,Male,No,3,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,white,orange,white,Transfer-- Partner
3 weeks,0,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,white,black,Euthanasia-- Suffering
12 years,1,Spayed Female,Female,Yes,12,365,Cat,"(11.0, 13.2]",Saturday,domestic longhair,False,True,missing,black,none,black,Adoption-- 
3 months,0,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,white,black,white,Adoption-- 
3 weeks,0,Intact Male,Male,No,3,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
4 days,0,Intact Male,Male,No,4,1,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
4 weeks,0,Intact Female,Female,No,4,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
3 weeks,0,Unknown,Female,Yes,3,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
2 years,0,Intact Male,Male,No,2,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Transfer-- SCRP
8 years,0,Spayed Female,Female,Yes,8,365,Cat,"(6.6, 8.8]",Tuesday,domestic mediumhair,False,True,calico,Breed Specific,none,calico,Transfer-- SCRP
3 days,0,Intact Male,Male,No,3,1,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
6 months,0,Intact Female,Female,No,6,30,Cat,"(-0.022, 2.2]",Thursday,domestic mediumhair,False,True,tabby,white,brown,white,Transfer-- SCRP
3 weeks,0,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- SCRP
6 years,1,Neutered Male,Male,Yes,6,365,Cat,"(4.4, 6.6]",Sunday,domestic shorthair,False,True,missing,blue,white,blue,Return to Owner-- 
3 weeks,0,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
4 months,1,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
1 year,0,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Snr
2 months,0,Intact Female,Female,No,2,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Sunday,domestic longhair,False,True,missing,black,white,black,Adoption-- 
13 years,0,Neutered Male,Male,Yes,13,365,Cat,"(11.0, 13.2]",Sunday,domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Partner
2 years,0,Intact Male,Male,No,2,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
1 weeks,0,Intact Female,Female,No,1,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,torbie,Breed Specific,white,torbie,Adoption-- Foster
5 years,1,Neutered Male,Male,Yes,5,365,Cat,"(4.4, 6.6]",Wednesday,domestic shorthair,False,True,tabby,orange,none,orange,Return to Owner-- 
1 week,0,Unknown,Female,Yes,1,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
1 month,1,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Sunday,snowshoe,False,True,point,seal ,white,seal ,Transfer-- Partner
3 weeks,1,Intact Male,Male,No,3,7,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
1 weeks,0,Unknown,Female,Yes,1,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
4 months,0,Intact Male,Male,No,4,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Transfer-- SCRP
5 months,1,Spayed Female,Female,Yes,5,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,blue,white,blue,Adoption-- Foster
3 weeks,0,Unknown,Female,Yes,3,7,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
1 year,0,Unknown,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Wednesday,domestic mediumhair,False,True,missing,white,none,white,Euthanasia-- Suffering
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
3 months,0,Intact Male,Male,No,3,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,orange,white,orange,Transfer-- SCRP
1 week,0,Unknown,Female,Yes,1,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
3 weeks,1,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Thursday,domestic longhair,False,True,missing,blue,none,blue,Euthanasia-- Suffering
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- Foster
1 weeks,0,Unknown,Female,Yes,1,7,Kitten,"(-0.022, 2.2]",Wednesday,domestic mediumhair,False,True,missing,blue,none,blue,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,siamese,True,False,point,lynx,none,lynx,Adoption-- 
9 months,1,Spayed Female,Female,Yes,9,30,Cat,"(-0.022, 2.2]",Saturday,domestic mediumhair,False,True,calico,Breed Specific,none,calico,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
12 years,1,Neutered Male,Male,Yes,12,365,Cat,"(11.0, 13.2]",Saturday,domestic longhair,False,True,tabby,orange,none,orange,Return to Owner-- 
3 months,0,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
5 years,1,Neutered Male,Male,Yes,5,365,Cat,"(4.4, 6.6]",Friday,domestic mediumhair,False,True,missing,black,white,black,Transfer-- Partner
5 months,1,Neutered Male,Male,Yes,5,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Monday,domestic mediumhair,False,True,missing,black,none,black,Adoption-- 
12 years,0,Neutered Male,Male,Yes,12,365,Cat,"(11.0, 13.2]",Sunday,domestic longhair,False,True,tabby,orange ,white,orange ,Euthanasia-- Suffering
1 month,0,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Sunday,domestic mediumhair,False,True,tabby,brown,none,brown,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,blue,white,blue,Transfer-- Partner
3 weeks,0,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Friday,siamese,True,False,tortie,Breed Specific,none,tortie,Transfer-- Partner
7 months,1,Neutered Male,Male,Yes,7,30,Cat,"(-0.022, 2.2]",Saturday,domestic longhair,False,True,tabby,orange,none,orange,Adoption-- 
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Monday,domestic mediumhair,False,True,tabby,orange ,white,orange ,Adoption-- 
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
1 year,0,Intact Male,Male,No,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- SCRP
6 months,1,Spayed Female,Female,Yes,6,30,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic mediumhair,False,True,tabby,orange ,white,orange ,Adoption-- Foster
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,blue,white,blue,Transfer-- Partner
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
3 weeks,0,Intact Male,Male,No,3,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,calico,Breed Specific,white,calico,Adoption-- 
1 weeks,0,Intact Male,Male,No,1,7,Kitten,"(-0.022, 2.2]",Friday,manx,True,False,tabby,orange ,white,orange ,Transfer-- Partner
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
3 weeks,0,Unknown,Female,Yes,3,7,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
2 weeks,0,Unknown,Female,Yes,2,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
3 months,0,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,blue ,white,blue ,Adoption-- 
1 weeks,0,Intact Female,Female,No,1,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Died-- In Kennel
2 months,0,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tortie,Breed Specific,white,tortie,Adoption-- 
3 years,0,Intact Female,Female,No,3,365,Cat,"(2.2, 4.4]",Thursday,ragdoll,True,False,point,cream,seal,cream,Died-- In Kennel
3 weeks,0,Unknown,Female,Yes,3,7,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
2 years,1,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
8 months,1,Spayed Female,Female,Yes,8,30,Cat,"(-0.022, 2.2]",Thursday,siamese,True,False,point,lynx,none,lynx,Adoption-- 
2 weeks,0,Unknown,Female,Yes,2,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
4 weeks,0,Intact Female,Female,No,4,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
